#Channel       Frequency       Mean        Std     Median      MADFM      1%ile        Min        Max
#                    MHz   mJy/beam   mJy/beam   mJy/beam   mJy/beam   mJy/beam   mJy/beam   mJy/beam
     159        1.000000      0.014      0.000      0.000      0.000      0.000    -22.270     28.085
     141        1.000000     -0.002      0.000      0.000      0.000      0.000    -20.119     21.794
     147        1.000000     -0.009      0.000      0.000      0.000      0.000    -26.242     22.932
     143        1.000000     -0.011      0.000      0.000      0.000      0.000    -22.400     20.953
     165        1.000000      0.013      0.000      0.000      0.000      0.000    -18.683     21.408
     164        1.000000      0.013      0.000      0.000      0.000      0.000    -20.964     24.851
     146        1.000000     -0.014      0.000      0.000      0.000      0.000    -21.397     18.722
     152        1.000000     -0.007      0.000      0.000      0.000      0.000    -19.657     19.556
     170        1.000000     -0.014      0.000      0.000      0.000      0.000    -20.459     22.529
     148        1.000000     -0.008      0.000      0.000      0.000      0.000    -19.338     19.774
     169        1.000000     -0.005      0.000      0.000      0.000      0.000    -21.116     19.036
     151        1.000000     -0.013      0.000      0.000      0.000      0.000    -32.805     18.463
     157        1.000000     -0.002      0.000      0.000      0.000      0.000    -31.092     21.148
     153        1.000000     -0.010      0.000      0.000      0.000      0.000    -30.214     24.548
     174        1.000000     -0.007      0.000      0.000      0.000      0.000    -19.340     20.400
     175        1.000000     -0.008      0.000      0.000      0.000      0.000    -26.289     19.357
     156        1.000000     -0.006      0.000      0.000      0.000      0.000    -20.240     21.788
     162        1.000000     -0.003      0.000      0.000      0.000      0.000    -28.520     23.189
     179        1.000000     -0.003      0.000      0.000      0.000      0.000    -27.535     20.079
     180        1.000000     -0.011      0.000      0.000      0.000      0.000    -20.041     22.348
     158        1.000000     -0.006      0.000      0.000      0.000      0.000    -21.986     19.108
     161        1.000000      0.004      0.000      0.000      0.000      0.000    -20.316     25.567
     167        1.000000      0.002      0.000      0.000      0.000      0.000    -22.082     20.614
     184        1.000000     -0.013      0.000      0.000      0.000      0.000    -23.418     19.656
     163        1.000000      0.011      0.000      0.000      0.000      0.000    -22.491     23.853
     185        1.000000     -0.009      0.000      0.000      0.000      0.000    -23.703     20.595
     166        1.000000      0.015      0.000      0.000      0.000      0.000    -18.060     21.978
     172        1.000000     -0.001      0.000      0.000      0.000      0.000    -18.629     20.344
     189        1.000000     -0.003      0.000      0.000      0.000      0.000    -18.272     24.943
     168        1.000000      0.005      0.000      0.000      0.000      0.000    -21.298     20.541
     190        1.000000     -0.011      0.000      0.000      0.000      0.000    -22.313     20.380
     171        1.000000     -0.008      0.000      0.000      0.000      0.000    -23.889     21.374
     177        1.000000      0.002      0.000      0.000      0.000      0.000    -18.139     18.081
     194        1.000000     -0.012      0.000      0.000      0.000      0.000    -20.140     19.545
     173        1.000000     -0.004      0.000      0.000      0.000      0.000    -22.026     21.442
     195        1.000000     -0.005      0.000      0.000      0.000      0.000    -20.073     21.642
     176        1.000000     -0.000      0.000      0.000      0.000      0.000    -21.189     18.444
     182        1.000000     -0.005      0.000      0.000      0.000      0.000    -20.777     27.170
     199        1.000000     -0.004      0.000      0.000      0.000      0.000    -24.020     25.575
     200        1.000000     -0.011      0.000      0.000      0.000      0.000    -18.656     19.287
     178        1.000000      0.003      0.000      0.000      0.000      0.000    -20.587     22.673
     181        1.000000     -0.000      0.000      0.000      0.000      0.000    -27.699     25.399
     187        1.000000     -0.004      0.000      0.000      0.000      0.000    -22.805     19.934
     204        1.000000      0.006      0.000      0.000      0.000      0.000    -23.996     21.507
     183        1.000000     -0.010      0.000      0.000      0.000      0.000    -19.761     20.215
     205        1.000000     -0.012      0.000      0.000      0.000      0.000    -19.206     19.202
     186        1.000000     -0.004      0.000      0.000      0.000      0.000    -19.117     19.736
     192        1.000000     -0.008      0.000      0.000      0.000      0.000    -19.194     20.869
     209        1.000000     -0.011      0.000      0.000      0.000      0.000    -20.702     21.912
     210        1.000000     -0.006      0.000      0.000      0.000      0.000    -20.413     19.394
     188        1.000000     -0.010      0.000      0.000      0.000      0.000    -21.638     22.873
     191        1.000000     -0.006      0.000      0.000      0.000      0.000    -20.222     27.179
     197        1.000000     -0.003      0.000      0.000      0.000      0.000    -20.374     20.562
     214        1.000000     -0.004      0.000      0.000      0.000      0.000    -20.118     18.991
     193        1.000000     -0.002      0.000      0.000      0.000      0.000    -24.061     23.263
     215        1.000000     -0.001      0.000      0.000      0.000      0.000    -20.542     23.544
     196        1.000000     -0.008      0.000      0.000      0.000      0.000    -21.528     22.560
     219        1.000000     -0.001      0.000      0.000      0.000      0.000    -20.261     20.399
     202        1.000000     -0.004      0.000      0.000      0.000      0.000    -17.667     20.798
     198        1.000000     -0.006      0.000      0.000      0.000      0.000    -19.941     20.143
     220        1.000000      0.003      0.000      0.000      0.000      0.000    -19.683     20.436
     224        1.000000     -0.003      0.000      0.000      0.000      0.000    -20.368     20.000
     201        1.000000     -0.011      0.000      0.000      0.000      0.000    -29.056     20.562
     207        1.000000     -0.005      0.000      0.000      0.000      0.000    -21.324     18.636
     225        1.000000      0.005      0.000      0.000      0.000      0.000    -20.200     19.402
     203        1.000000     -0.009      0.000      0.000      0.000      0.000    -18.253     19.960
     229        1.000000     -0.010      0.000      0.000      0.000      0.000    -21.330     23.345
     206        1.000000     -0.006      0.000      0.000      0.000      0.000    -21.588     21.962
     212        1.000000     -0.001      0.000      0.000      0.000      0.000    -24.587     18.904
     230        1.000000     -0.003      0.000      0.000      0.000      0.000    -20.820     20.728
     208        1.000000     -0.006      0.000      0.000      0.000      0.000    -19.814     25.418
     234        1.000000     -0.005      0.000      0.000      0.000      0.000    -20.579     18.731
     211        1.000000     -0.002      0.000      0.000      0.000      0.000    -19.592     20.342
     217        1.000000      0.005      0.000      0.000      0.000      0.000    -25.735     19.556
     213        1.000000     -0.001      0.000      0.000      0.000      0.000    -19.700     20.383
     235        1.000000     -0.002      0.000      0.000      0.000      0.000    -20.918     19.306
     239        1.000000      0.001      0.000      0.000      0.000      0.000    -20.481     21.935
     222        1.000000     -0.008      0.000      0.000      0.000      0.000    -20.254     23.156
     216        1.000000     -0.008      0.000      0.000      0.000      0.000    -22.920     20.842
     218        1.000000     -0.008      0.000      0.000      0.000      0.000    -21.966     20.676
     240        1.000000     -0.006      0.000      0.000      0.000      0.000    -20.287     22.991
     244        1.000000     -0.006      0.000      0.000      0.000      0.000    -20.519     22.065
     221        1.000000     -0.003      0.000      0.000      0.000      0.000    -20.260     24.521
     227        1.000000      0.001      0.000      0.000      0.000      0.000    -19.549     21.268
     245        1.000000     -0.008      0.000      0.000      0.000      0.000    -18.995     19.642
     223        1.000000     -0.006      0.000      0.000      0.000      0.000    -21.661     21.283
     249        1.000000     -0.008      0.000      0.000      0.000      0.000    -24.706     25.720
     226        1.000000      0.001      0.000      0.000      0.000      0.000    -20.783     18.716
     232        1.000000     -0.005      0.000      0.000      0.000      0.000    -18.742     19.501
     250        1.000000      0.001      0.000      0.000      0.000      0.000    -22.614     23.060
     228        1.000000     -0.002      0.000      0.000      0.000      0.000    -20.638     20.923
     254        1.000000      0.000      0.000      0.000      0.000      0.000    -19.462     22.502
     237        1.000000     -0.006      0.000      0.000      0.000      0.000    -21.568     20.491
     231        1.000000     -0.008      0.000      0.000      0.000      0.000    -22.668     19.579
     233        1.000000     -0.003      0.000      0.000      0.000      0.000    -20.860     20.117
     255        1.000000     -0.004      0.000      0.000      0.000      0.000    -21.538     19.514
     259        1.000000     -0.010      0.000      0.000      0.000      0.000    -21.213     19.275
     242        1.000000     -0.002      0.000      0.000      0.000      0.000    -21.557     22.831
     236        1.000000      0.000      0.000      0.000      0.000      0.000    -23.459     21.303
     260        1.000000      0.002      0.000      0.000      0.000      0.000    -21.066     18.492
     238        1.000000      0.003      0.000      0.000      0.000      0.000    -18.873     18.350
     264        1.000000        nan      0.000      0.000      0.000      0.000      0.000      0.000
     247        1.000000     -0.003      0.000      0.000      0.000      0.000    -18.402     26.752
     241        1.000000     -0.003      0.000      0.000      0.000      0.000    -22.736     29.824
     265        1.000000        nan      0.000      0.000      0.000      0.000      0.000      0.000
     243        1.000000      0.002      0.000      0.000      0.000      0.000    -21.148     23.033
     269        1.000000        nan      0.000      0.000      0.000      0.000      0.000      0.000
     252        1.000000     -0.005      0.000      0.000      0.000      0.000    -21.522     20.236
     246        1.000000     -0.004      0.000      0.000      0.000      0.000    -29.481     21.620
     270        1.000000        nan      0.000      0.000      0.000      0.000      0.000      0.000
     248        1.000000     -0.001      0.000      0.000      0.000      0.000    -20.021     18.833
     257        1.000000      0.001      0.000      0.000      0.000      0.000    -22.571     19.420
     251        1.000000     -0.000      0.000      0.000      0.000      0.000    -20.784     25.246
     253        1.000000     -0.004      0.000      0.000      0.000      0.000    -19.846     21.666
     262        1.000000     -0.006      0.000      0.000      0.000      0.000    -18.291     18.674
     256        1.000000     -0.011      0.000      0.000      0.000      0.000    -21.109     18.441
     258        1.000000     -0.007      0.000      0.000      0.000      0.000    -28.241     18.293
     261        1.000000     -0.004      0.000      0.000      0.000      0.000    -26.742     21.870
     267        1.000000        nan      0.000      0.000      0.000      0.000      0.000      0.000
     263        1.000000     -0.003      0.000      0.000      0.000      0.000    -22.126     20.977
     266        1.000000        nan      0.000      0.000      0.000      0.000      0.000      0.000
     268        1.000000        nan      0.000      0.000      0.000      0.000      0.000      0.000
